trt, performance_error, stability_aggreement, best_performance, best_stability
near, 41.05, 0, 1, 49
xploit, 43.14, 0, 1, 21
xplor, 48.65, 0, 0, 10
adapt, 46.56, 1, 0, 40
bore, 37.25, 0, 1, 23
random, 39.65, 1, 1, 40
