trt, performance_error, stability_aggreement, best_performance, best_stability
near, 0.63, 81, 1, 88
xploit, 10.38, 0, 1, 0
xplor, 11.91, 20, 1, 20
adapt, 7.73, 5, 1, 6
bore, 10.02, 0, 1, 0
random, 0.55, 5, 1, 6
