trt, performance_error, stability_aggreement, best_performance, best_stability
near, 20.63, 10, 1, 87
xploit, 23.55, 6, 1, 54
xplor, 21.76, 10, 1, 52
adapt, 27.35, 10, 1, 42
bore, 21.58, 10, 1, 57
random, 25.87, 10, 1, 42
