trt, performance_error, stability_aggreement, best_performance, best_stability
near, 88.04, 0, 1, 17
xploit, 88.93, 0, 1, 47
xplor, 85.93, 0, 1, 48
adapt, 84.86, 0, 1, 34
bore, 84.08, 0, 1, 0
random, 85.59, 0, 1, 34
