trt, performance_error, stability_aggreement, best_performance, best_stability
near, 66.52, 0, 1, 33
xploit, 67.18, 0, 1, 1
xplor, 70.88, 0, 1, 3
adapt, 70.88, 0, 1, 33
bore, 70.19, 0, 1, 78
random, 67.15, 0, 1, 33
