trt, performance_error, stability_aggreement, best_performance, best_stability
near, 34.16, 0, 1, 28
xploit, 37.90, 0, 1, 30
xplor, 46.62, 0, 0, 35
adapt, 48.09, 0, 0, 20
bore, 45.49, 0, 0, 14
random, 44.68, 0, 0, 20
