trt, performance_error, stability_aggreement, best_performance, best_stability
near, 26.13, 0, 1, 81
xploit, 28.69, 0, 1, 3
xplor, 31.86, 0, 0, 32
adapt, 30.89, 0, 0, 24
bore, 33.76, 0, 0, 3
random, 34.65, 0, 0, 24
