trt, performance_error, stability_aggreement, best_performance, best_stability
near, 26.14, 0, 1, 61
xploit, 23.47, 0, 1, 15
xplor, 28.96, 0, 1, 24
adapt, 34.57, 0, 0, 34
bore, 25.17, 0, 1, 4
random, 24.59, 0, 1, 34
