trt, performance_error, stability_aggreement, best_performance, best_stability
near, 24.77, 11, 1, 56
xploit, 46.51, 1, 0, 29
xplor, 23.29, 0, 1, 2
adapt, 33.00, 0, 1, 3
bore, 33.56, 0, 1, 63
random, 24.21, 0, 1, 3
