trt, performance_error, stability_aggreement, best_performance, best_stability
near, 1.14, 49, 1, 95
xploit, 1.28, 0, 1, 1
xplor, 1.12, 6, 1, 0
adapt, 1.28, 10, 1, 4
bore, 1.05, 4, 1, 6
random, 0.84, 10, 1, 4
