trt, performance_error, stability_aggreement, best_performance, best_stability
near, 3.92, 33, 1, 89
xploit, 4.09, 3, 1, 11
xplor, 8.24, 0, 0, 2
adapt, 5.09, 4, 1, 9
bore, 3.48, 3, 1, 23
random, 6.50, 4, 0, 9
