trt, performance_error, stability_aggreement, best_performance, best_stability
near, 44.69, 7, 1, 23
xploit, 53.27, 0, 0, 17
xplor, 31.51, 3, 1, 53
adapt, 59.99, 2, 0, 26
bore, 61.41, 0, 0, 5
random, 31.47, 2, 1, 26
