trt, performance_error, stability_aggreement, best_performance, best_stability
near, 4.84, 57, 1, 68
xploit, 6.92, 0, 1, 33
xplor, 6.16, 0, 1, 0
adapt, 6.95, 0, 1, 0
bore, 6.57, 0, 1, 12
random, 5.53, 0, 1, 0
