trt, performance_error, stability_aggreement, best_performance, best_stability
near, 51.43, 21, 1, 70
xploit, 43.51, 0, 1, 26
xplor, 43.11, 0, 1, 26
adapt, 43.49, 0, 1, 26
bore, 45.58, 22, 1, 83
random, 44.27, 0, 1, 26
