trt, performance_error, stability_aggreement, best_performance, best_stability
near, 12.61, 0, 1, 88
xploit, 14.66, 0, 1, 5
xplor, 30.23, 0, 0, 8
adapt, 28.77, 0, 0, 9
bore, 23.14, 0, 0, 15
random, 20.64, 0, 0, 9
