trt, performance_error, stability_aggreement, best_performance, best_stability
near, 27.03, 0, 0, 54
xploit, 22.45, 0, 1, 8
xplor, 23.11, 0, 1, 30
adapt, 27.89, 0, 0, 17
bore, 24.83, 0, 1, 18
random, 31.13, 0, 0, 17
