trt, performance_error, stability_aggreement, best_performance, best_stability
near, 37.69, 18, 1, 40
xploit, 42.78, 12, 1, 13
xplor, 20.24, 9, 1, 29
adapt, 14.31, 6, 1, 46
bore, 37.69, 0, 1, 1
random, 20.24, 6, 1, 46
