trt, performance_error, stability_aggreement, best_performance, best_stability
near, 12.00, 30, 1, 80
xploit, 15.17, 0, 0, 5
xplor, 24.24, 0, 0, 8
adapt, 15.36, 6, 0, 11
bore, 25.00, 0, 0, 22
random, 6.23, 6, 1, 11
