trt, performance_error, stability_aggreement, best_performance, best_stability
near, 48.19, 0, 1, 50
xploit, 48.56, 0, 1, 26
xplor, 42.90, 0, 1, 22
adapt, 49.73, 0, 1, 20
bore, 49.74, 0, 1, 33
random, 46.45, 0, 1, 20
