trt, performance_error, stability_aggreement, best_performance, best_stability
near, 27.06, 8, 1, 96
xploit, 47.29, 0, 0, 40
xplor, 46.37, 0, 0, 41
adapt, 46.37, 0, 0, 39
bore, 48.64, 0, 0, 43
random, 30.59, 0, 1, 39
