trt, performance_error, stability_aggreement, best_performance, best_stability
near, 1.75, 10, 1, 45
xploit, 0.22, 22, 1, 90
xplor, 0.00, 10, 1, 45
adapt, 0.22, 10, 1, 44
bore, 0.22, 10, 1, 51
random, 1.76, 10, 1, 44
