trt, performance_error, stability_aggreement, best_performance, best_stability
near, 0.95, 30, 1, 81
xploit, 10.99, 1, 1, 7
xplor, 6.87, 0, 1, 7
adapt, 15.11, 6, 1, 10
bore, 1.38, 0, 1, 18
random, 0.95, 6, 1, 10
