trt, performance_error, stability_aggreement, best_performance, best_stability
near, 55.51, 0, 0, 50
xploit, 50.22, 0, 1, 28
xplor, 53.17, 0, 1, 18
adapt, 51.14, 0, 1, 21
bore, 50.22, 0, 1, 17
random, 55.43, 0, 0, 21
