trt, performance_error, stability_aggreement, best_performance, best_stability
near, 56.38, 0, 1, 47
xploit, 56.95, 0, 1, 13
xplor, 53.97, 0, 1, 36
adapt, 57.45, 0, 1, 26
bore, 56.35, 0, 1, 11
random, 55.57, 0, 1, 26
