trt, performance_error, stability_aggreement, best_performance, best_stability
near, 33.29, 0, 1, 20
xploit, 27.01, 0, 1, 35
xplor, 33.09, 0, 1, 36
adapt, 29.34, 0, 1, 35
bore, 30.29, 0, 1, 13
random, 36.42, 0, 1, 35
