trt, performance_error, stability_aggreement, best_performance, best_stability
near, 40.68, 24, 1, 100
xploit, 38.13, 0, 1, 0
xplor, 47.09, 2, 0, 4
adapt, 47.12, 2, 0, 7
bore, 38.01, 0, 1, 0
random, 39.99, 2, 1, 7
