trt, performance_error, stability_aggreement, best_performance, best_stability
near, 5.22, 28, 1, 50
xploit, 6.66, 21, 1, 36
xplor, 10.82, 3, 1, 9
adapt, 6.82, 25, 1, 20
bore, 8.59, 36, 1, 32
random, 5.47, 25, 1, 20
