trt, performance_error, stability_aggreement, best_performance, best_stability
near, 34.13, 0, 1, 24
xploit, 33.14, 0, 1, 28
xplor, 36.76, 0, 1, 30
adapt, 33.28, 0, 1, 34
bore, 39.65, 0, 1, 18
random, 36.10, 0, 1, 34
