trt, performance_error, stability_aggreement, best_performance, best_stability
near, 12.79, 0, 1, 69
xploit, 20.81, 0, 1, 10
xplor, 16.76, 0, 1, 15
adapt, 18.81, 0, 1, 26
bore, 18.18, 0, 1, 11
random, 31.51, 0, 0, 26
