trt, performance_error, stability_aggreement, best_performance, best_stability
near, 20.96, 0, 1, 91
xploit, 15.93, 0, 1, 4
xplor, 31.64, 0, 0, 5
adapt, 24.27, 0, 1, 23
bore, 20.11, 0, 1, 3
random, 24.22, 0, 1, 23
