trt, performance_error, stability_aggreement, best_performance, best_stability
near, 15.51, 0, 1, 56
xploit, 16.52, 0, 1, 6
xplor, 16.77, 0, 1, 29
adapt, 13.76, 0, 1, 14
bore, 16.05, 0, 1, 36
random, 21.69, 0, 0, 14
