trt, performance_error, stability_aggreement, best_performance, best_stability
near, 1.82, 67, 1, 100
xploit, 5.20, 0, 1, 0
xplor, 22.30, 0, 1, 2
adapt, 14.76, 0, 1, 0
bore, 4.87, 0, 1, 0
random, 4.62, 0, 1, 0
