trt, performance_error, stability_aggreement, best_performance, best_stability
near, 4.85, 20, 1, 40
xploit, 5.47, 6, 1, 8
xplor, 6.74, 4, 0, 31
adapt, 7.58, 1, 0, 18
bore, 5.32, 6, 1, 24
random, 5.57, 1, 1, 18
