trt, performance_error, stability_aggreement, best_performance, best_stability
near, 4.99, 10, 1, 47
xploit, 0.63, 10, 1, 78
xplor, 0.45, 10, 1, 54
adapt, 0.22, 10, 1, 47
bore, 0.67, 12, 1, 78
random, 2.30, 10, 1, 47
