trt, performance_error, stability_aggreement, best_performance, best_stability
near, 67.08, 11, 1, 57
xploit, 66.93, 0, 1, 2
xplor, 77.40, 0, 1, 22
adapt, 74.16, 0, 1, 2
bore, 70.64, 0, 1, 58
random, 70.85, 0, 1, 2
