trt, performance_error, stability_aggreement, best_performance, best_stability
near, 28.46, 15, 1, 35
xploit, 32.14, 2, 1, 25
xplor, 41.58, 5, 0, 53
adapt, 30.04, 0, 1, 16
bore, 35.84, 2, 1, 15
random, 31.13, 0, 1, 16
