trt, performance_error, stability_aggreement, best_performance, best_stability
near, 0.00, 96, 1, 100
xploit, 0.00, 86, 1, 87
xplor, 0.00, 69, 1, 69
adapt, 0.00, 67, 1, 67
bore, 0.00, 75, 1, 69
random, 0.00, 67, 1, 67
