trt, performance_error, stability_aggreement, best_performance, best_stability
near, 2.61, 97, 1, 100
xploit, 25.46, 0, 0, 0
xplor, 31.17, 0, 0, 0
adapt, 10.03, 0, 1, 0
bore, 11.01, 0, 1, 0
random, 3.46, 0, 1, 0
