trt, performance_error, stability_aggreement, best_performance, best_stability
near, 17.76, 38, 1, 89
xploit, 16.51, 21, 1, 21
xplor, 25.28, 0, 1, 0
adapt, 17.83, 0, 1, 7
bore, 17.14, 20, 1, 8
random, 15.99, 0, 1, 7
