trt, performance_error, stability_aggreement, best_performance, best_stability
near, 17.10, 0, 1, 47
xploit, 21.16, 1, 1, 8
xplor, 20.04, 2, 1, 19
adapt, 21.61, 5, 1, 43
bore, 18.46, 0, 1, 10
random, 21.21, 5, 1, 43
