trt, performance_error, stability_aggreement, best_performance, best_stability
near, 7.40, 1, 1, 19
xploit, 10.94, 2, 0, 45
xplor, 30.10, 0, 0, 37
adapt, 20.98, 0, 0, 25
bore, 13.71, 0, 0, 9
random, 12.57, 0, 0, 25
