trt, performance_error, stability_aggreement, best_performance, best_stability
near, 1.20, 20, 1, 95
xploit, 15.16, 0, 0, 8
xplor, 13.40, 0, 0, 0
adapt, 13.39, 0, 0, 0
bore, 13.81, 0, 0, 1
random, 1.38, 0, 1, 0
