trt, performance_error, stability_aggreement, best_performance, best_stability
near, 17.27, 43, 1, 100
xploit, 28.57, 0, 0, 0
xplor, 24.84, 0, 0, 0
adapt, 26.61, 0, 0, 1
bore, 35.43, 0, 0, 3
random, 14.35, 0, 1, 1
