trt, performance_error, stability_aggreement, best_performance, best_stability
near, 0.00, 0, 1, 21
xploit, 0.00, 0, 1, 22
xplor, 0.00, 0, 1, 26
adapt, 0.00, 0, 1, 41
bore, 0.00, 0, 1, 19
random, 0.00, 0, 1, 41
