trt, performance_error, stability_aggreement, best_performance, best_stability
near, 66.12, 0, 0, 97
xploit, 58.61, 0, 1, 1
xplor, 53.24, 0, 1, 14
adapt, 53.49, 0, 1, 2
bore, 60.07, 0, 1, 3
random, 67.47, 0, 0, 2
