trt, performance_error, stability_aggreement, best_performance, best_stability
near, 3.22, 72, 1, 100
xploit, 2.62, 7, 1, 5
xplor, 11.83, 6, 0, 1
adapt, 11.58, 8, 0, 0
bore, 2.04, 5, 1, 7
random, 5.00, 8, 0, 0
