trt, performance_error, stability_aggreement, best_performance, best_stability
near, 51.76, 0, 0, 63
xploit, 56.73, 0, 0, 2
xplor, 44.51, 0, 1, 63
adapt, 41.92, 0, 1, 13
bore, 56.36, 0, 0, 1
random, 45.87, 0, 1, 13
