trt, performance_error, stability_aggreement, best_performance, best_stability
near, 27.41, 3, 1, 51
xploit, 33.90, 1, 1, 45
xplor, 34.63, 0, 1, 64
adapt, 35.66, 0, 1, 58
bore, 33.81, 1, 1, 46
random, 38.54, 0, 1, 58
