trt, performance_error, stability_aggreement, best_performance, best_stability
near, 23.41, 10, 0, 82
xploit, 14.98, 12, 1, 76
xplor, 15.81, 10, 0, 46
adapt, 6.87, 10, 1, 46
bore, 5.67, 10, 1, 67
random, 11.64, 10, 1, 46
