trt, performance_error, stability_aggreement, best_performance, best_stability
near, 25.94, 0, 1, 46
xploit, 39.51, 0, 0, 16
xplor, 46.10, 0, 0, 18
adapt, 44.51, 0, 0, 27
bore, 35.83, 0, 0, 20
random, 38.39, 0, 0, 27
