trt, performance_error, stability_aggreement, best_performance, best_stability
near, 0.63, 80, 1, 80
xploit, 7.85, 0, 0, 0
xplor, 7.91, 0, 0, 0
adapt, 6.92, 20, 0, 20
bore, 9.15, 0, 0, 0
random, 0.77, 20, 1, 20
