trt, performance_error, stability_aggreement, best_performance, best_stability
near, 32.95, 0, 1, 78
xploit, 31.39, 8, 1, 57
xplor, 32.09, 10, 1, 55
adapt, 31.96, 10, 1, 54
bore, 25.10, 10, 1, 52
random, 34.14, 10, 1, 54
