trt, performance_error, stability_aggreement, best_performance, best_stability
near, 5.63, 48, 1, 39
xploit, 15.83, 58, 0, 51
xplor, 13.60, 45, 0, 44
adapt, 13.62, 6, 0, 8
bore, 16.96, 40, 0, 48
random, 5.68, 6, 1, 8
