trt, performance_error, stability_aggreement, best_performance, best_stability
near, 16.00, 0, 1, 91
xploit, 18.94, 0, 1, 3
xplor, 25.27, 0, 0, 9
adapt, 32.57, 0, 0, 8
bore, 23.38, 0, 0, 1
random, 20.29, 0, 1, 8
