trt, performance_error, stability_aggreement, best_performance, best_stability
near, 34.28, 0, 1, 66
xploit, 37.70, 0, 1, 26
xplor, 38.07, 0, 1, 11
adapt, 38.29, 0, 1, 13
bore, 36.24, 0, 1, 13
random, 42.98, 0, 0, 13
