trt, performance_error, stability_aggreement, best_performance, best_stability
near, 0.87, 68, 1, 100
xploit, 17.26, 0, 1, 0
xplor, 21.61, 0, 1, 2
adapt, 21.17, 2, 1, 14
bore, 17.26, 0, 1, 0
random, 1.05, 2, 1, 14
