trt, performance_error, stability_aggreement, best_performance, best_stability
near, 47.57, 0, 1, 49
xploit, 56.13, 0, 0, 6
xplor, 52.40, 0, 0, 23
adapt, 51.96, 0, 0, 23
bore, 52.76, 0, 0, 50
random, 38.43, 0, 1, 23
