trt, performance_error, stability_aggreement, best_performance, best_stability
near, 12.40, 20, 1, 79
xploit, 13.92, 29, 1, 84
xplor, 15.06, 33, 1, 81
adapt, 14.43, 33, 1, 86
bore, 13.92, 25, 1, 81
random, 14.76, 33, 1, 86
