trt, performance_error, stability_aggreement, best_performance, best_stability
near, 5.09, 59, 1, 96
xploit, 38.94, 0, 0, 0
xplor, 19.51, 9, 1, 13
adapt, 28.64, 0, 0, 7
bore, 45.96, 0, 0, 0
random, 4.06, 0, 1, 7
