trt, performance_error, stability_aggreement, best_performance, best_stability
near, 47.00, 0, 1, 84
xploit, 52.01, 0, 1, 3
xplor, 56.32, 0, 0, 14
adapt, 58.20, 0, 0, 16
bore, 59.71, 0, 0, 4
random, 41.36, 0, 1, 16
