trt, performance_error, stability_aggreement, best_performance, best_stability
near, 47.37, 0, 1, 41
xploit, 46.37, 0, 1, 37
xplor, 56.48, 0, 0, 23
adapt, 46.94, 0, 1, 24
bore, 47.98, 0, 1, 19
random, 49.55, 0, 1, 24
