trt, performance_error, stability_aggreement, best_performance, best_stability
near, 24.21, 21, 1, 59
xploit, 19.75, 29, 1, 48
xplor, 38.23, 18, 0, 7
adapt, 31.76, 18, 0, 20
bore, 31.65, 29, 1, 44
random, 24.07, 18, 1, 20
