trt, performance_error, stability_aggreement, best_performance, best_stability
near, 19.68, 33, 1, 96
xploit, 35.46, 0, 0, 4
xplor, 34.51, 0, 0, 1
adapt, 30.91, 0, 0, 2
bore, 38.20, 0, 0, 17
random, 27.59, 0, 0, 2
