trt, performance_error, stability_aggreement, best_performance, best_stability
near, 1.34, 78, 1, 77
xploit, 1.34, 92, 1, 81
xplor, 2.58, 42, 1, 49
adapt, 4.05, 36, 1, 43
bore, 1.34, 92, 1, 81
random, 1.90, 36, 1, 43
